material,model,date,which,soap_cosine_similarity,path,note
Li2S,o4,2025-07-03,earliest,0.99999838,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_04_08/Li2S,
Li2S,o4,2025-07-15,latest,0.99993690,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-17_38_37/Li2S,
Li2S,gemini,2025-07-03,earliest,0.99999650,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-08_14_36/Li2S,
Li2S,gemini,2025-07-23,latest,0.99935515,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_15_57/Li2S,
Li2S,claude,2025-07-03,earliest,0.99999811,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-10_11_23/Li2S,
Li2S,claude,2025-07-16,latest,0.99999834,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_28_56/Li2S,
Li4Ti5O12,deepseek,2025-07-02,earliest,0.99999623,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_04_40/Li4Ti5O12,
Li4Ti5O12,deepseek,2025-07-15,latest,0.99999623,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_30/Li4Ti5O12,
Li4Ti5O12,gpt-4o,2025-07-02,earliest,0.99999034,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-22_37_37/Li4Ti5O12,
Li4Ti5O12,gpt-4o,2025-07-15,latest,0.99999622,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_38_32/Li4Ti5O12,
Li4Ti5O12,Qwen,2025-07-16,earliest,0.99989201,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_13_00/Li4Ti5O12,
Li4Ti5O12,o4,2025-07-03,earliest,0.99999632,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-03_10_54/Li4Ti5O12,
Li4Ti5O12,o4,2025-07-15,latest,0.99999618,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-22_58_57/Li4Ti5O12,
Li4Ti5O12,gemini,2025-07-03,earliest,0.99999648,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-10_01_07/Li4Ti5O12,
Li4Ti5O12,gemini,2025-07-23,latest,0.99999618,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_34_22/Li4Ti5O12,
Li4Ti5O12,claude,2025-07-16,earliest,0.99999743,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-16_13_06/Li4Ti5O12,
Li7La3Zr2O12,deepseek,2025-07-02,earliest,0.99916210,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_07_23/Li7La3Zr2O12,
Li7La3Zr2O12,deepseek,2025-07-15,latest,0.99986561,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_31/Li7La3Zr2O12,
Li7La3Zr2O12,gpt-4o,2025-07-10,earliest,0.99999865,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_10/relax_gpt-4o-11_41_48/Li7La3Zr2O12,
Li7La3Zr2O12,gpt-4o,2025-07-15,latest,0.99987034,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-16_02_20/Li7La3Zr2O12,
Li7La3Zr2O12,Qwen,2025-07-10,earliest,0.30480130,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_10/relax_Qwen/Qwen3-32B-11_41_34/Li7La3Zr2O12,
Li7La3Zr2O12,Qwen,2025-07-16,latest,0.99991786,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_22_31/Li7La3Zr2O12,
Li7La3Zr2O12,o4,2025-07-10,earliest,0.99661328,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_10/relax_o4-mini-11_41_34/Li7La3Zr2O12,
Li7La3Zr2O12,o4,2025-07-15,latest,0.99999730,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-23_43_11/Li7La3Zr2O12,
Li7La3Zr2O12,gemini,2025-07-10,earliest,0.99987129,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_10/relax_gemini-2.5-pro-exp-03-25-11_41_34/Li7La3Zr2O12,
Li7La3Zr2O12,gemini,2025-07-23,latest,0.99988952,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-01_25_55/Li7La3Zr2O12,
Li7La3Zr2O12,claude,2025-07-10,earliest,0.99974145,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_10/relax_claude-3-7-sonnet-thinking-11_46_49/Li7La3Zr2O12,
Li7La3Zr2O12,claude,2025-07-16,latest,0.99990809,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-17_06_46/Li7La3Zr2O12,
LiCoO2,deepseek,2025-07-02,earliest,0.99999306,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_57_14/LiCoO2,
LiCoO2,deepseek,2025-07-15,latest,0.99992175,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_31/LiCoO2,
LiCoO2,gpt-4o,2025-07-15,earliest,0.99999252,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_12_30/LiCoO2,
LiCoO2,Qwen,2025-07-03,earliest,0.99999110,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_19_10/LiCoO2,
LiCoO2,Qwen,2025-07-16,latest,0.99999439,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_11_04/LiCoO2,
LiCoO2,o4,2025-07-03,earliest,0.99999261,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-01_10_56/LiCoO2,
LiCoO2,o4,2025-07-15,latest,0.99999284,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-20_01_51/LiCoO2,
LiCoO2,gemini,2025-06-26,earliest,0.99801956,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-21_39_24/LiCoO2,
LiCoO2,gemini,2025-07-23,latest,0.99999271,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_59/LiCoO2,
LiCoO2,claude,2025-07-16,earliest,0.99999411,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_26_10/LiCoO2,
LiFeAs,deepseek,2025-07-02,earliest,0.99804253,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_00_15/LiFeAs,
LiFeAs,deepseek,2025-07-15,latest,0.99797910,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_26_24/LiFeAs,
LiFeAs,gpt-4o,2025-07-02,earliest,0.99798128,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_38/LiFeAs,
LiFeAs,gpt-4o,2025-07-15,latest,0.99805884,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-11_50_39/LiFeAs,
LiFeAs,Qwen,2025-07-03,earliest,0.99805800,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_40_59/LiFeAs,
LiFeAs,Qwen,2025-07-16,latest,0.99803935,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_13_14/LiFeAs,
LiFeAs,o4,2025-07-03,earliest,0.99803224,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_07_14/LiFeAs,
LiFeAs,o4,2025-07-15,latest,0.99946080,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_02_29/LiFeAs,
LiFeAs,gemini,2025-07-23,earliest,0.99808036,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_01/LiFeAs,
LiFeAs,claude,2025-07-16,earliest,0.99797182,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_29_44/LiFeAs,
LiFePO4,deepseek,2025-07-15,earliest,0.99870421,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_25_35/LiFePO4,
LiFePO4,gpt-4o,2025-07-02,earliest,0.99870896,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_13/LiFePO4,
LiFePO4,gpt-4o,2025-07-15,latest,0.99870737,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-11_28_44/LiFePO4,
LiFePO4,Qwen,2025-07-03,earliest,0.99989840,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-03_58_22/LiFePO4,
LiFePO4,Qwen,2025-07-16,latest,0.99864006,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-00_21_41/LiFePO4,
LiFePO4,o4,2025-07-15,earliest,0.99870791,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-17_06_02/LiFePO4,
LiFePO4,gemini,2025-06-26,earliest,0.99775927,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-21_51_19/LiFePO4,
LiFePO4,gemini,2025-07-23,latest,0.99997490,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_01/LiFePO4,
LiFePO4,claude,2025-07-03,earliest,0.99983261,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-10_09_25/LiFePO4,
LiFePO4,claude,2025-07-16,latest,0.99870762,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_28_26/LiFePO4,
LiMn2O4,deepseek,2025-07-02,earliest,0.99772727,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-15_47_30/LiMn2O4,
LiMn2O4,deepseek,2025-07-15,latest,0.99862816,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_57/LiMn2O4,
LiMn2O4,gpt-4o,2025-07-15,earliest,0.99864620,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_59_09/LiMn2O4,
LiMn2O4,Qwen,2025-07-23,earliest,0.99775101,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_Qwen/Qwen3-32B-00_01_36/LiMn2O4,
LiMn2O4,o4,2025-07-15,earliest,0.99762611,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-21_21_56/LiMn2O4,
LiMn2O4,gemini,2025-07-03,earliest,0.99987744,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-09_29_28/LiMn2O4,
LiMn2O4,gemini,2025-07-23,latest,0.99999165,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_29/LiMn2O4,
LiMn2O4,claude,2025-07-16,earliest,0.99851668,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-15_00_37/LiMn2O4,
LiNbO3,deepseek,2025-07-02,earliest,0.99998085,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-15_55_55/LiNbO3,
LiNbO3,deepseek,2025-07-15,latest,0.99997008,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_57/LiNbO3,
LiNbO3,gpt-4o,2025-07-02,earliest,0.99992048,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-21_44_17/LiNbO3,
LiNbO3,gpt-4o,2025-07-15,latest,0.99997467,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_07_25/LiNbO3,
LiNbO3,Qwen,2025-07-03,earliest,0.99998350,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_31_00/LiNbO3,
LiNbO3,Qwen,2025-07-16,latest,0.99996762,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_12_04/LiNbO3,
LiNbO3,o4,2025-07-03,earliest,0.99997078,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-02_30_54/LiNbO3,
LiNbO3,o4,2025-07-15,latest,0.99997963,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-22_03_18/LiNbO3,
LiNbO3,gemini,2025-07-03,earliest,0.99997170,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-09_37_57/LiNbO3,
LiNbO3,gemini,2025-07-23,latest,0.99997228,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_29/LiNbO3,
LiNbO3,claude,2025-07-03,earliest,0.99998003,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_53_46/LiNbO3,
LiNbO3,claude,2025-07-16,latest,0.99997080,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-15_16_09/LiNbO3,
Mg,deepseek,2025-07-02,earliest,0.99995432,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-14_21_48/Mg,
Mg,deepseek,2025-07-15,latest,0.99728323,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_40/Mg,
Mg,gpt-4o,2025-07-02,earliest,0.99999776,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_47_51/Mg,
Mg,gpt-4o,2025-07-15,latest,0.99999676,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_20_53/Mg,
Mg,Qwen,2025-07-03,earliest,0.99773513,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_19_54/Mg,
Mg,Qwen,2025-07-16,latest,0.99999459,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_11_56/Mg,
Mg,o4,2025-07-03,earliest,0.99722753,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-02_01_01/Mg,
Mg,o4,2025-07-15,latest,0.99999689,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-20_57_40/Mg,
Mg,gemini,2025-06-26,earliest,0.99687021,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-20_50_08/Mg,
Mg,gemini,2025-07-23,latest,0.99727763,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_38/Mg,
Mg,claude,2025-07-16,earliest,0.99999267,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_41_30/Mg,
MgB2,deepseek,2025-07-15,earliest,0.99999583,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_26_24/MgB2,
MgB2,gpt-4o,2025-07-02,earliest,0.99999565,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_40/MgB2,
MgB2,gpt-4o,2025-07-15,latest,0.99999680,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-11_45_02/MgB2,
MgB2,Qwen,2025-07-03,earliest,0.99997585,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_31_31/MgB2,
MgB2,Qwen,2025-07-16,latest,0.99999585,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_01_58/MgB2,
MgB2,o4,2025-07-03,earliest,0.99999694,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_07_14/MgB2,
MgB2,o4,2025-07-15,latest,0.99999870,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-17_38_41/MgB2,
MgB2,gemini,2025-07-03,earliest,0.99996652,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-08_14_47/MgB2,
MgB2,gemini,2025-07-23,latest,0.99999658,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_15_57/MgB2,
MgB2,claude,2025-07-03,earliest,0.99999731,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-10_35_42/MgB2,
MgB2,claude,2025-07-16,latest,0.99999497,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_29_07/MgB2,
MgO,deepseek,2025-07-02,earliest,0.99999997,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_03_20/MgO,
MgO,deepseek,2025-07-15,latest,0.99999992,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_26_23/MgO,
MgO,gpt-4o,2025-07-02,earliest,0.99964020,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_36/MgO,
MgO,gpt-4o,2025-07-15,latest,0.99999991,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-12_16_51/MgO,
MgO,Qwen,2025-07-03,earliest,0.99935012,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_52_59/MgO,
MgO,Qwen,2025-07-16,latest,0.99967848,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_33_29/MgO,
MgO,o4,2025-07-03,earliest,0.99999996,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_14_03/MgO,
MgO,o4,2025-07-15,latest,0.99999995,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_20_55/MgO,
MgO,gemini,2025-06-26,earliest,0.99702940,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-21_00_21/MgO,
MgO,gemini,2025-07-23,latest,0.99999996,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_33/MgO,
MgO,claude,2025-07-03,earliest,0.99999998,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_51_07/MgO,
MgO,claude,2025-07-16,latest,0.99999470,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_38_49/MgO,
NaCl,deepseek,2025-07-02,earliest,0.99999881,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_56_25/NaCl,
NaCl,deepseek,2025-07-15,latest,0.99999966,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_31/NaCl,
NaCl,gpt-4o,2025-07-02,earliest,0.99999912,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_29_10/NaCl,
NaCl,gpt-4o,2025-07-15,latest,0.99999615,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_09_44/NaCl,
NaCl,Qwen,2025-07-03,earliest,0.99753409,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_11_37/NaCl,
NaCl,Qwen,2025-07-23,latest,0.99993159,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_Qwen/Qwen3-32B-00_11_35/NaCl,
NaCl,o4,2025-07-03,earliest,0.99999710,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-01_04_50/NaCl,
NaCl,o4,2025-07-15,latest,0.99999552,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-19_36_14/NaCl,
NaCl,gemini,2025-06-26,earliest,0.99644704,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-21_01_21/NaCl,
NaCl,gemini,2025-07-23,latest,0.99999968,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_59/NaCl,
NaCl,claude,2025-07-03,earliest,0.99999613,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_52_16/NaCl,
NaCl,claude,2025-07-16,latest,0.99999630,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_21_17/NaCl,
Nb3Sn,deepseek,2025-07-02,earliest,0.99999980,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_09_13/Nb3Sn,
Nb3Sn,deepseek,2025-07-15,latest,0.99999981,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_30/Nb3Sn,
Nb3Sn,gpt-4o,2025-07-02,earliest,0.99999974,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-22_45_26/Nb3Sn,
Nb3Sn,gpt-4o,2025-07-15,latest,0.99999948,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_53_05/Nb3Sn,
Nb3Sn,Qwen,2025-07-03,earliest,0.99999960,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_51_33/Nb3Sn,
